Script#6-1				
lenien	-	오호……. 멋진 조각상이군요.	
reina	-	단순한 조각상이 아니라 통신기죠.	
lenien	-	이만한 게?!^자, 작동한다면 대륙 반대편까지도 닿겠군요.	
reina	-	핀토스의 생존자들을 찾아서 뭉치려면, 이걸로 신호를 보내야 하죠…….^하지만, 에테르가 없어서 지금은 쓸 수 없군요.	
lenien	-	어…….^이만한 걸 작동시키려면 사람의 마력 정도로는 안 될 것 같은데요.	
reina	-	걱정 마시죠. 저한테 다 생각이 있으니.	
*	FO			
*	BG	RockMountain		
*	FI			
blank	-	자신만만하게 말하는 그를 따라가자 잡초가 깔린 비탈길이 나왔다.^마구잡이로 파헤쳐져 군데군데 흙 색깔이 드러나 있었다.	
reina	-	외부에 알려지지 않은 비밀 광맥이에요.^값비싼 보석은 없지만, 에테르 수정 등 흔한 광석은 구할 수 있죠.	
lenien	-	땅만 파면 수정이 나오는 곳이라니…….^어떻게 이런 곳이 아직까지 남아있을 수 있는 거죠?
*	Glos	수정2
blank	-	자바는 <color=red>터를 잘못 잡은 탓에</color> 수정 생산이 부족해서 연구자조차 마음껏 사용하지 못한다.	
blank	-	그런 환경에서 평생을 연구한 나에게, 수정을 산책하듯 나가서 구해올 수 있는 이 상황은 너무나 현실감이 없었다.	
reina	-	이 일대는 핀토스 가문의 사유지니까요.^지금은 다들 도망자 신세니 그것도 옛날 이야기지만.	
*	Glos	괴수1
blank	-	그렇다면 관리의 손길이 끊긴 지 기껏해야 한 주 정도 되었을 텐데,^주변에는 벌써 <color=red>괴수</color>들이 영역을 주장하듯 돌아다니고 있었다.
reina	-	그새 귀찮은 녀석들이 꼬여버렸네요.
lenien	-	(동료가 될 사람에게 실력을 보여줄 기회인가.)	
lenien	-	후후, 괴수쯤이야 별 거 아니죠.	
*	Battle	61
