Scene#1-1			
yeong	-	다행히 아직까지 눈에 띄는 움직임은 없군요.	
reina	-	응?	
*	Glos	하스켈 공작가1	
yeong	-	하스켈 사람들과 한 공간에 있는 이상 사방이 적이지요.^수상한 행동을 하는 사람이 없는지 경계해야 합니다.	
aron	-	쓸데없는 짓은 관둬. 아무리 그래도 체면에 꽤나 얽매이는 자들인데, 설마 황궁에서 칼 빼들고 우릴 죽이려 들지는 않을 테니까.	
aron	-	게다가 연회장에 무기를 가지고 들어올 수 있을 리가 없잖아.^생각이라는 걸 할 줄 모르는 건가?
yeong	-	……송구합니다.
*	Glos	영1	
aron	-	대표가 형편없으니 아랫것들도 하나같이 엉망이군. 아무리 실력이 좀 되기로서니 제 집에 칼 들고 쳐들어온 <color=red>자객</color>을 냉큼 가신으로 삼다니 제정신이 아니잖아.
reina	irritated	……입 다물어, 우리끼리 사이 안 좋은 건 상관없지만 저쪽에 안 들키게 하라고.	
*	Glos	아론1	
blank	-	멍청한 <color=red>사촌</color>에게서 눈을 돌려 하스켈 쪽을 바라봤지만,^그들도 자기들끼리 적당히 이야기하느라 신경쓰지 않고 있는 것 같았다.	
*	Glos	툼나1	
reina	-	(<color=red>황제</color>가 나타나기로 한 시간까지는 꽤 남았군.^시간을 낭비하기보단 저쪽을 떠보기라도 하는 게 낫겠지?)	
*	SE	Walk	
*	MovingFade	0.6	
*	BGM	BGM_Tense	
*	App	left	reina
*	FI		
blank	-	한 발짝씩 다가갈수록 하스켈 쪽에선 말소리가 잦아들었다.	
lucius	-	…….	
blank	-	하스켈 대표와 몇 발자국 떨어진 곳까지 도달하자 장내는 순식간에 조용해졌다.	
reina	irritated	(……이것도 가문의 대표로서 짊어져야 할 무게겠지.)	
reina	-	오랜만입니다, 하스켈 공작.	
blank	-	하지만 나름대로 최선을 다해 건넨 미소는 단칼에 뿌리쳐지고 바닥에 떨어져 산산조각나고 말았다.	
lucius	-	살인자에게 할 인사말은 준비해 두고 다니지 않습니다.	
blank	-	역시. 상대가 이야기를 할 생각이 없다면,^내가 아쉬운 것도 아닌데 저자세로 나갈 필요는 없다.	
reina	-	흐응, 무슨 말씀인지 모르겠지만 이런 식으로 나오시면 중재를 위해 나서주신 폐하께서 무안해지겠네요.	
*	SE	Door	
blank	-	그 순간 황제가 나타날 예정인 단상으로 통하는 문이 열렸다.	
noel	-	…….	
blank	-	나타난 건 황제가 아니라, 무기를 든 제복 차림의 무리였다.	
*	Glos	친위국1	
kashasty	-	그 파란 제복은…… <color=red>친위국</color> 소속이군요. 여기는 무슨 일이죠?	
aron	-	집행부인가? 범죄자를 잡을 생각이라면 번지수가 틀렸는데.	
aron	-	이곳은 폐하께서 초청하신 귀족들의 연회장임을 모르느냐?^너희들의 그 무장한 꼴을 폐하께서 보기 전에 어서 사라지거라.	
bianca	shout	시치미 떼 봤자 소용없어, 반역자들아! 이미 다 알고 왔으니까!	
lucius	-	……아, 드디어 수사가 끝났나 보군요.	
blank	-	그는 납득한 듯 회심의 미소를 지으며 혼자서 고개를 끄덕였다.	
reina	surprised	(내가 모르는 뒷공작이 있었나?!)	
lucius	-	폐하가 굳이 우리까지 불러낸 건 사특한 무리들을 방심시키기 위해서였습니까.^과연 철저하십니다.	
lucius	-	레이나 핀토스.^이제야 당신에게 정의의 심판이 내려지겠군.	
reina	shout	심판이라니, 무슨 헛소리를……!	
luvericha	-	아아, 너무나 기쁜 날입니다, 오라버니.	
luvericha	-	저희는 제국의 별들에게 뒤를 맡기고 퇴장하도록 하죠.	
noel	-	……죄인들에게 알린다.	
*	Glos	모나드1	
noel	-	수백 년에 걸쳐 <color=red>모나드</color> 폐하의 유해를 빼돌린 황실모독.^이를 이용해 비밀리에 위험한 연구를 행하고 그 결과물로 반역을 획책한 죄.	
noel	-	이상의 죄목으로 폐하께서는 이 자리의 전원을 처단하라 명하셨으므로,^국가의 이름으로 지금부터 집행하겠다.	
luvericha	-	……잠깐, 전원이라고요?	
lucius	surprised	뭐라……?	
*	BGM	BGM_Urgent	
*	SE	Bomb	
noel	-	작전 개시!	
blank	-	그 명령과 동시에 연회장 한가운데에서 큰 폭발이 일어났고,^그들은 정말로 이 자리의 모든 사람을 죽일 기세로 달려들었다.	
lucius	surprised	뭔가 오해가 있는 것 같은데…… 위험하니 일단 흩어지죠!	
reina	irritated	칫, 이게 대체 무슨……!	
*	FO		
*	FI		
*	Glos	에테르1	
reina	irritated	(이미 <color=red>주문을 많이 써서</color> 마력이 얼마 안 남았는데,^끝까지 뚫을 수 있을까……?)	
blank	-	적의 최우선 목표는 가문의 수장인 나인 것 같았다.	
blank	-	쫓아오던 적 몇 무리를 간신히 뿌리쳤지만,^이미 별관을 빠져나가는 출구엔 적들이 빽빽하게 배치되어 있었다.	
*	SE	Bomb	
triana	-	다 꺼져! 날 내버려 두라고--------!!!	
blank	-	고민하는 사이에 멀리서 절박한 고함소리가 들려왔다.	
reina	-	(이 목소리는……!)	
soldier	-	젠장! 뭐냐, 이 괴물 자식은!	
*	SE	Barrage	
agent	-	2층 복도! 긴급 지원을 요청한다!	
blank	-	출구를 지키던 적들이 대부분 사라지고 일부만 자리를 지키고 있었다.	
reina	-	(지금은 남 걱정을 할 때가 아닌가. 좋아, 저 정도라면 어떻게든……)	
lucius	surprised	핀토스 공작?!	
blank	-	부르는 소리에 뒤를 돌아봤는데,^그곳에 서 있던 것은 하필이면 나를 가장 싫어하는 사람이었다.	
reina	-	(저 자를 챙겨 줄 필요는 없지만,^바보같이 여기 가만히 있다가 발각되면 나까지 위험해지겠지.)	
lucius	-	…….	
blank	-	아마 나와 같은 과정을 거쳐서 여기까지 왔으리라.^누군가에게서 빼앗았는지 제국군의 검을 들고 있었다.	
reina	-	(이 인간도 무력만큼은 확실하지.^잘 이용하면 안전하게 빠져나갈 수 있을 것 같은데?)	
blank	-	설득하기 힘들 상대지만, 지금은 그런 걸 가릴 때가 아니다.	
reina	-	아무래도 강행돌파하는 수밖에 없어 보이죠?	
reina	-	저쪽 문에서 방금 병력이 빠졌으니 지금이 기회에요.^언제 돌아올지 모르니까 빨리! 앞장서시죠, 최선을 다해 도와줄 테니.	
lucius	-	…….	
blank	-	그는 한동안 노려보더니 싸늘하게 내뱉었다.	
lucius	-	내가 당신을 도울 것 같나? 동생을 죽인 원수에게?	
reina	irritated	(목숨이 달린 상황에서도 정신 못 차리고 헛소리를 해 대는군.)	
reina	irritated	……지금 장난하나? 시간이 없다고.	
reina	irritated	난 핀토스의 대표로서 의무를 다해야 해. 그건 당신도 마찬가지 아닌가? 고작 복수심 따위로 그걸 내팽개치려고?	
*	SE	BattleCry	
soldier	-	목표 발견! 저쪽입니다!	
eichmann	-	알겠다! 다들 얼른 따라가자고! 	
lucius	-	……그렇군. 아직 지켜야 할 사람들이 남아 있을 거야.	
blank	-	지켜야 할 사람들. 상대의 그 한마디에 희미한 동질감이 느껴졌다.	
lucius	-	알겠습니다. 우선 이곳을 탈출하고 나서 생각하죠.	
*	Battle	11	
